,unique_key,complaint_description,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
764,14-00003574,Code Compliance,Phone,Closed,2014-01-07 08:42:24+00:00,2014-01-06 18:32:31+00:00,2014-01-07 08:42:24+00:00,2014-01-07 08:42:24+00:00,"2908 CHERRY LN, AUSTIN, TX",2908,CHERRY,AUSTIN,78703,TRAVIS,3104734.50944436,10080029.0758449,30.294173,-97.77246368,"(30.294173, -97.77246368)",0,584B,MG24
765,14-00003579,Code Compliance,Phone,Closed,2014-01-07 08:46:08+00:00,2014-01-06 18:38:58+00:00,2014-01-07 08:46:08+00:00,2014-01-07 08:46:08+00:00,"10703 NEWMONT RD B, AUSTIN, TX",10703,NEWMONT,AUSTIN,78758,TRAVIS,3129054.35123828,10111032.4413911,30.37783348,-97.69309616,"(30.37783348, -97.69309616)",0,496T,ML31
766,14-00003612,Code Compliance,Phone,Closed,2014-01-07 08:48:57+00:00,2014-01-06 19:32:31+00:00,2014-01-07 08:48:58+00:00,2014-01-07 08:48:57+00:00,"2512 HIDALGO ST, AUSTIN, TX",2512,HIDALGO,AUSTIN,78702,TRAVIS,3123481.43146562,10067943.4524617,30.25975139,-97.71398175,"(30.25975139, -97.71398175)",0,615D,MK21
767,14-00003717,Code Compliance,Phone,Closed,2014-01-07 08:53:34+00:00,2014-01-07 07:54:29+00:00,2014-01-07 08:53:35+00:00,2014-01-07 08:53:34+00:00,"5505 ROGERS LN E, AUSTIN, TX",5505,ROGERS,AUSTIN,78724,TRAVIS,3146297.74288814,10076914.0255261,30.28291213,-97.64104714,"(30.28291213, -97.64104714)",0,587L,MP23
768,14-00003144,ARR Dead Animal Collection,Phone,Closed,2014-01-07 08:53:55+00:00,2014-01-06 12:00:09+00:00,2014-01-07 08:53:55+00:00,2014-01-07 08:53:55+00:00,"4802 ALF AVE, AUSTIN, TX",4802,ALF,AUSTIN,78721,TRAVIS,3130717.93973669,10070962.7666585,30.2675804,-97.69084021,"(30.2675804, -97.69084021)",0,586X,ML22
769,14-00003728,Code Compliance,Phone,Closed,2014-01-07 08:57:17+00:00,2014-01-07 08:09:58+00:00,2014-01-07 08:57:17+00:00,2014-01-07 08:57:17+00:00,"11613 VIA GRANDE DR, AUSTIN, TX",11613,VIA GRANDE,AUSTIN,78739,TRAVIS,3059064.66570927,10043461.0656689,30.19645873,-97.91964932,"(30.19645873, -97.91964932)",0,640Z,WZ16
770,14-00003436,Code Compliance,Web,Closed,2014-01-07 08:58:46+00:00,2014-01-06 16:42:35+00:00,2014-01-07 08:58:47+00:00,2014-01-07 08:58:46+00:00,"2401 ROGGE LN, AUSTIN, TX 78723",2401,ROGGE,AUSTIN,78723,TRAVIS,3131928.25,10085164.0,30.30653786,-97.68593699,"(30.30653786, -97.68593699)",0,556U,MM25
771,14-00003722,Code Compliance,Web,Closed,2014-01-07 09:02:32+00:00,2014-01-07 07:58:15+00:00,2014-01-07 09:02:33+00:00,2014-01-07 09:02:32+00:00,"704 N LAMAR BLVD, AUSTIN, TX 78703",704,LAMAR,AUSTIN,78703,TRAVIS,3110892.0,10072581.0,30.27330812,-97.75350605,"(30.27330812, -97.75350605)",0,584V,MH22
772,14-00003453,Street Light Issue- Address,Phone,Closed,2014-01-07 09:03:49+00:00,2014-01-06 16:51:44+00:00,2014-01-07 09:03:50+00:00,2014-01-07 09:03:49+00:00,"14933 CORDERO DR, AUSTIN, TX",14933,CORDERO,AUSTIN,78717,WILLIAMSON,3104780.28834843,10151619.5821895,30.49096352,-97.76708621,"(30.49096352, -97.76708621)",0,404L,MH41
773,14-00003047,Street Light Issue- Address,Phone,Closed,2014-01-07 09:05:43+00:00,2014-01-06 09:56:04+00:00,2014-01-07 09:05:44+00:00,2014-01-07 09:05:43+00:00,"5902 BURLINGTON CT, AUSTIN, TX",5902,BURLINGTON,AUSTIN,78727,TRAVIS,3110655.18875002,10128701.1082765,30.42758966,-97.75012807,"(30.42758966, -97.75012807)",0,465E,MJ36
774,14-00003393,ARR Dead Animal Collection,Phone,Closed,2014-01-07 09:06:43+00:00,2014-01-06 16:18:07+00:00,2014-01-07 09:06:43+00:00,2014-01-07 09:06:43+00:00,"1171 OAK GROVE AVE, AUSTIN, TX",1171,OAK GROVE,AUSTIN,78702,TRAVIS,3127028.37118169,10073264.8252217,30.27414878,-97.70235175,"(30.27414878, -97.70235175)",0,586N,ML23
775,14-00003758,Code Compliance,Phone,Closed,2014-01-07 09:10:01+00:00,2014-01-07 09:05:01+00:00,2014-01-07 09:10:02+00:00,2014-01-07 09:10:01+00:00,"4715 E CESAR CHAVEZ ST, AUSTIN, TX",4715,CESAR CHAVEZ,AUSTIN,78702,TRAVIS,3127046.62413098,10065109.5564014,30.25173022,-97.70290478,"(30.25173022, -97.70290478)",0,616E,ML21
776,14-00003506,Animal Control - Assistance Request,Phone,Closed,2014-01-07 09:18:46+00:00,2014-01-06 17:29:25+00:00,2014-01-07 08:20:43+00:00,2014-01-07 09:18:46+00:00,"8518 FATHOM CIR 101, AUSTIN, TX",8518,FATHOM,AUSTIN,78750,TRAVIS,3101337.25257894,10131684.2428458,30.43638145,-97.77946792,"(30.43638145, -97.77946792)",0,464B,MG36
777,14-00003767,Code Compliance,Phone,Closed,2014-01-07 09:24:29+00:00,2014-01-07 09:17:22+00:00,2014-01-07 09:24:30+00:00,2014-01-07 09:24:29+00:00,"2425 CROMWELL CIR 7, AUSTIN, TX",2425,CROMWELL,AUSTIN,78741,TRAVIS,3121476.06247227,10055805.9109859,30.22651705,-97.72123443,"(30.22651705, -97.72123443)",0,645C,MK18
778,14-00003392,Pothole Repair,Phone,Closed,2014-01-07 09:26:36+00:00,2014-01-06 16:17:39+00:00,2014-01-07 09:26:36+00:00,2014-01-07 09:26:36+00:00,"11500 ANGUS RD, AUSTIN, TX",11500,ANGUS,AUSTIN,78759,TRAVIS,3112317.17040493,10123390.1157505,30.41288424,-97.7452482,"(30.41288424, -97.7452482)",0,465S,MJ34
779,14-00003091,ARR Dead Animal Collection,Phone,Closed,2014-01-07 09:27:54+00:00,2014-01-06 10:56:09+00:00,2014-01-07 09:27:55+00:00,2014-01-07 09:27:54+00:00,"710 E 44TH ST, AUSTIN, TX",710,44TH,AUSTIN,78751,TRAVIS,3120443.31084054,10084056.5743772,30.30424003,-97.72240425,"(30.30424003, -97.72240425)",0,555U,MK25
780,14-00001728,Loose Dog,Phone,Closed,2014-01-07 09:28:47+00:00,2014-01-03 16:51:12+00:00,2014-01-07 08:30:44+00:00,2014-01-07 09:28:47+00:00,"RIVER OAKS TRL & WEDGEWOOD DR, AUSTIN, TX",,RIVER OAKS TRL & WEDGEWOOD DR,AUSTIN,78753,TRAVIS,3137088.61,10112088.44,30.38020943,-97.66754444,"(30.38020943, -97.66754444)",0,496R,MM32
781,14-00003221,Pothole Repair,Web,Closed,2014-01-07 09:31:10+00:00,2014-01-06 13:28:32+00:00,2014-01-07 09:31:11+00:00,2014-01-07 09:31:10+00:00,"GAULT LN & ALTERRA PKWY NEAR LA QUINTA, AUSTIN, TX 78758",,GAULT LN & ALTERRA PKWY,AUSTIN,78758,TRAVIS,3120565.406875,10121109.310625,30.40608438,-97.71925856,"(30.40608438, -97.71925856)",0,465Y,MK34
782,14-00003385,Pothole Repair,Phone,Closed,2014-01-07 09:34:01+00:00,2014-01-06 16:13:44+00:00,2014-01-07 09:34:02+00:00,2014-01-07 09:34:01+00:00,"5110 BALCONES WOODS DR, AUSTIN, TX",5110,BALCONES WOODS,AUSTIN,78759,TRAVIS,3112022.34789857,10121571.1905329,30.40790311,-97.74631744,"(30.40790311, -97.74631744)",0,465W,MJ34
783,14-00003740,Found Animal - Pick Up,Phone,Closed,2014-01-07 09:38:48+00:00,2014-01-07 08:28:22+00:00,2014-01-07 08:40:45+00:00,2014-01-07 09:38:48+00:00,"8518 FATHOM CIR, AUSTIN, TX",8518,FATHOM,AUSTIN,78750,TRAVIS,3101337.25257894,10131684.2428458,30.43638145,-97.77946792,"(30.43638145, -97.77946792)",0,464B,MG36
784,14-00003801,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:47:58+00:00,2014-01-07 09:40:54+00:00,2014-01-07 09:47:59+00:00,2014-01-07 09:47:58+00:00,"204 CANEY ST, AUSTIN, TX",204,CANEY,AUSTIN,78702,TRAVIS,3121225.69172252,10066989.4838417,30.25727492,-97.72119553,"(30.25727492, -97.72119553)",0,615C,MK21
785,14-00003569,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:48:30+00:00,2014-01-06 18:26:09+00:00,2014-01-07 09:48:30+00:00,2014-01-07 09:48:30+00:00,"1173 PANDORA ST, AUSTIN, TX",1173,PANDORA,AUSTIN,78702,TRAVIS,3125957.81261489,10073447.7370558,30.27472114,-97.7057285,"(30.27472114, -97.7057285)",0,586N,ML23
786,14-00003701,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:49:06+00:00,2014-01-07 06:21:12+00:00,2014-01-07 09:49:07+00:00,2014-01-07 09:49:06+00:00,"611 W 29TH ST, AUSTIN, TX",611,29TH,AUSTIN,78705,TRAVIS,3113873.64456891,10080778.4453009,30.29565119,-97.74345872,"(30.29565119, -97.74345872)",0,585A,MJ24
787,14-00003707,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:49:38+00:00,2014-01-07 07:19:34+00:00,2014-01-07 09:49:38+00:00,2014-01-07 09:49:38+00:00,"5910 SIERRA GRANDE, AUSTIN, TX",5910,SIERRA GRANDE,AUSTIN,78759,TRAVIS,3108164.22888948,10123325.89706,30.41297268,-97.75842427,"(30.41297268, -97.75842427)",0,464V,MH34
788,14-00003708,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:50:12+00:00,2014-01-07 07:21:49+00:00,2014-01-07 09:50:13+00:00,2014-01-07 09:50:12+00:00,"1308 LUDLOW TER, AUSTIN, TX",1308,LUDLOW,AUSTIN,78723,TRAVIS,3126372.25306416,10086670.7108167,30.31104188,-97.70342575,"(30.31104188, -97.70342575)",0,556N,ML26
789,14-00003746,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:50:51+00:00,2014-01-07 08:37:44+00:00,2014-01-07 09:50:52+00:00,2014-01-07 09:50:51+00:00,"11901 OAKWOOD DR, AUSTIN, TX",11901,OAKWOOD,AUSTIN,78753,TRAVIS,3134207.45695609,10114048.0236936,30.38578548,-97.67653056,"(30.38578548, -97.67653056)",0,496M,MM32
790,14-00003817,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 09:51:19+00:00,2014-01-07 09:47:55+00:00,2014-01-07 09:51:19+00:00,2014-01-07 09:51:19+00:00,"3903 TONKAWA TRL, AUSTIN, TX",3903,TONKAWA,AUSTIN,78756,TRAVIS,3113127.99952309,10085419.7590555,30.30845719,-97.74547862,"(30.30845719, -97.74547862)",0,555S,MJ25
791,14-00003666,Loose Animal (not dog),Phone,Closed,2014-01-07 09:53:50+00:00,2014-01-06 21:17:33+00:00,2014-01-07 08:55:47+00:00,2014-01-07 09:53:50+00:00,"BURLESON RD & MC KINNEY FALLS PKWY, AUSTIN, TX",,BURLESON RD & MC KINNEY FALLS PKWY,AUSTIN,78744,TRAVIS,3128985.26000001,10043425.52,30.19199877,-97.69839315,"(30.19199877, -97.69839315)",0,646W,ML16
792,14-00003520,Traffic Signal - Maintenance,Phone,Closed,2014-01-07 09:54:17+00:00,2014-01-06 17:36:54+00:00,2014-01-07 09:54:17+00:00,2014-01-07 09:54:17+00:00,"5409 N CAPITAL OF TEXAS HWY NB, AUSTIN, TX",5409,CAPITAL OF TEXAS HWY NB,AUSTIN,78731,,3097090.9274311,10101051.5623376,30.35244287,-97.79515652,"(30.35244287, -97.79515652)",0,523M,MF29
793,14-00003597,Traffic Signal - Maintenance,Phone,Closed,2014-01-07 09:57:03+00:00,2014-01-06 19:01:10+00:00,2014-01-07 09:57:04+00:00,2014-01-07 09:57:03+00:00,"AIRPORT BLVD &N IH 35NBTOAIRPORT RAMP, AUSTIN, TX",,AIRPORT BLVD &N IH 35NBTOAIRPORT RAMP,AUSTIN,78722,,3122936.06999999,10083047.12,30.30130411,-97.71458255,"(30.30130411, -97.71458255)",0,555Z,MK25
794,14-00003774,Code Compliance - Short Term Rental (STR) Appointment,Phone,Closed,2014-01-07 10:01:48+00:00,2014-01-07 09:25:14+00:00,2014-01-07 10:01:48+00:00,2014-01-07 10:01:48+00:00,"2108 SAGE CREEK LOOP, AUSTIN, TX",2108,SAGE CREEK,AUSTIN,78704,TRAVIS,3114545.80955568,10059204.9758182,30.23630605,-97.74292115,"(30.23630605, -97.74292115)",0,615S,MJ19
795,14-00003782,Code Compliance,Phone,Closed,2014-01-07 10:04:51+00:00,2014-01-07 09:31:28+00:00,2014-01-07 10:04:52+00:00,2014-01-07 10:04:51+00:00,"5900 FAIRLANE DR, AUSTIN, TX",5900,FAIRLANE,AUSTIN,78757,TRAVIS,3110582.17196741,10096214.1525871,30.33829204,-97.75275068,"(30.33829204, -97.75275068)",0,524V,MH28
796,14-00003751,Code Compliance,Phone,Closed,2014-01-07 10:08:30+00:00,2014-01-07 08:47:58+00:00,2014-01-07 10:08:31+00:00,2014-01-07 10:08:30+00:00,"2314 WICKERSHAM LN 105, AUSTIN, TX",2314,WICKERSHAM,AUSTIN,78741,TRAVIS,3121359.40762806,10056529.4449229,30.22851345,-97.72154991,"(30.22851345, -97.72154991)",0,615Y,MK19
797,14-00003332,ARR Dead Animal Collection,Phone,Closed,2014-01-07 10:08:38+00:00,2014-01-06 15:29:55+00:00,2014-01-07 10:08:38+00:00,2014-01-07 10:08:38+00:00,"1222 MEARNS MEADOW BLVD, AUSTIN, TX",1222,MEARNS MEADOW,AUSTIN,78758,TRAVIS,3126100.79509132,10108688.2429753,30.37158205,-97.70263585,"(30.37158205, -97.70263585)",0,496W,ML31
798,14-00001177,Loose Dog,Phone,Closed,2014-01-07 10:08:53+00:00,2014-01-02 17:54:22+00:00,2014-01-07 09:10:50+00:00,2014-01-07 10:08:53+00:00,"11529 EMERALD FALLS DR, BEE CAVE, TX",11529,EMERALD FALLS,BEE CAVE,78738,TRAVIS,3059684.40988177,10085659.0355932,30.31242136,-97.91478432,"(30.31242136, -97.91478432)",0,551N,MA26
799,14-00003743,Code Compliance,Phone,Closed,2014-01-07 10:14:32+00:00,2014-01-07 08:33:52+00:00,2014-01-07 10:14:34+00:00,2014-01-07 10:14:32+00:00,"6044 ABILENE TRL, AUSTIN, TX",6044,ABILENE,AUSTIN,78749,TRAVIS,3074412.24477672,10051620.5432435,30.21796358,-97.87050953,"(30.21796358, -97.87050953)",0,642E,MC18
800,14-00003752,Code Compliance,Phone,Closed,2014-01-07 10:17:42+00:00,2014-01-07 08:48:19+00:00,2014-01-07 10:17:43+00:00,2014-01-07 10:17:42+00:00,"APRIL DR & POPLAR CV, AUSTIN, TX",,APRIL DR & POPLAR CV,AUSTIN,78753,TRAVIS,3137444.75,10111402.0,30.37829907,-97.6664675,"(30.37829907, -97.6664675)",0,497S,MN31
801,14-00002546,Loose Dog,Phone,Closed,2014-01-07 10:18:51+00:00,2014-01-05 11:05:49+00:00,2014-01-07 09:20:48+00:00,2014-01-07 10:18:51+00:00,"WHISPERING VALLEY DR & DUVAL RD, AUSTIN, TX",,WHISPERING VALLEY DR & DUVAL RD,AUSTIN,78759,TRAVIS,3116624.56999999,10123352.26,30.41250393,-97.73158986,"(30.41250393, -97.73158986)",0,465T,MJ34
802,14-00003873,Code Compliance,Phone,Closed,2014-01-07 10:22:56+00:00,2014-01-07 10:15:18+00:00,2014-01-07 10:22:57+00:00,2014-01-07 10:22:56+00:00,"1735 RUTLAND DR 277, AUSTIN, TX",1735,RUTLAND,AUSTIN,78758,TRAVIS,3123508.22369343,10110356.9099918,30.37633725,-97.71073003,"(30.37633725, -97.71073003)",0,495V,MK31
803,14-00002778,Loose Dog,Phone,Closed,2014-01-07 10:23:51+00:00,2014-01-05 16:24:39+00:00,2014-01-07 09:25:48+00:00,2014-01-07 10:23:51+00:00,"600 FORT DRUM DR, AUSTIN, TX",600,FORT DRUM,AUSTIN,78745,TRAVIS,3107312.15522912,10048080.4489123,30.20618748,-97.76663403,"(30.20618748, -97.76663403)",0,644Q,MH17
804,14-00003881,Street Light Issue- Address,Phone,Closed,2014-01-07 10:31:13+00:00,2014-01-07 10:27:10+00:00,2014-01-07 10:31:13+00:00,2014-01-07 10:31:13+00:00,"907 CONRAD ST, AUSTIN, TX",907,CONRAD,AUSTIN,78758,TRAVIS,3126228.7431248,10104735.1890294,30.36070744,-97.70252666,"(30.36070744, -97.70252666)",0,526E,ML30
805,14-00003120,Loose Dog,Phone,Closed,2014-01-07 10:33:52+00:00,2014-01-06 11:39:11+00:00,2014-01-07 09:35:49+00:00,2014-01-07 10:33:52+00:00,"LITTLE TEXAS LN &S IH 35 SVRD SB, AUSTIN, TX",,LITTLE TEXAS LN &S IH 35 SVRD SB,AUSTIN,78745,TRAVIS,3107767.20999999,10044922.78,30.19747867,-97.76542461,"(30.19747867, -97.76542461)",0,644U,MH16
806,14-00003775,Animal Control - Assistance Request,Phone,Closed,2014-01-07 10:38:58+00:00,2014-01-07 09:26:20+00:00,2014-01-07 09:40:55+00:00,2014-01-07 10:38:58+00:00,"5916 HAMMERMILL RUN, AUSTIN, TX",5916,HAMMERMILL,AUSTIN,78744,TRAVIS,3112977.75,10042069.0,30.18930235,-97.7491457,"(30.18930235, -97.7491457)",0,675A,MJ15
807,14-00003877,Code Compliance,Phone,Closed,2014-01-07 10:39:20+00:00,2014-01-07 10:23:22+00:00,2014-01-07 10:39:20+00:00,2014-01-07 10:39:20+00:00,"2101 E 9TH ST, AUSTIN, TX",2101,9TH,AUSTIN,78702,TRAVIS,3121905.97296094,10069292.2560529,30.26356091,-97.71887006,"(30.26356091, -97.71887006)",0,585Z,MK22
808,14-00003889,Code Compliance - Short Term Rental (STR) Appointment,Phone,Closed,2014-01-07 10:42:42+00:00,2014-01-07 10:36:50+00:00,2014-01-07 10:42:43+00:00,2014-01-07 10:42:42+00:00,"1504 CANTERBURY ST, AUSTIN, TX",1504,CANTERBURY,AUSTIN,78702,TRAVIS,3118580.33145802,10066864.645956,30.25710227,-97.72958117,"(30.25710227, -97.72958117)",0,615B,MJ21
809,14-00003108,Loose Dog,Phone,Closed,2014-01-07 10:43:53+00:00,2014-01-06 11:28:16+00:00,2014-01-07 09:45:50+00:00,2014-01-07 10:43:53+00:00,"LESSIN LN &S CONGRESS AVE, AUSTIN, TX",,LESSIN LN &S CONGRESS AVE,AUSTIN,78704,TRAVIS,3108524.75,10055284.0,30.22591195,-97.76226942,"(30.22591195, -97.76226942)",0,644C,MH18
810,14-00003810,Tree Issue ROW/Maintenance (PARD),Phone,Closed,2014-01-07 10:47:42+00:00,2014-01-07 09:44:46+00:00,2014-01-07 10:47:43+00:00,2014-01-07 10:47:42+00:00,"12166 METRIC BLVD, AUSTIN, TX",12166,METRIC,AUSTIN,78758,TRAVIS,3127423.23019703,10121633.3907738,30.40708008,-97.69747091,"(30.40708008, -97.69747091)",0,466X,ML34
811,14-00003764,Injured / Sick Animal,Phone,Closed,2014-01-07 11:03:56+00:00,2014-01-07 09:13:25+00:00,2014-01-07 10:05:52+00:00,2014-01-07 11:03:56+00:00,"12508 N MOPAC EXPY SB, AUSTIN, TX",12508,MOPAC EXPY SB,AUSTIN,78727,TRAVIS,3125192.03263214,10126757.2230864,30.42130984,-97.70416268,"(30.42130984, -97.70416268)",0,466J,ML35
812,14-00002238,Sign - Traffic Sign Maintenance,Phone,Closed,2014-01-07 11:05:05+00:00,2014-01-04 16:12:22+00:00,2014-01-07 11:05:05+00:00,2014-01-07 11:05:05+00:00,"12800 N LAMAR BLVD, AUSTIN, TX",12800,LAMAR,AUSTIN,78753,TRAVIS,3133558.76343925,10123722.9136155,30.41242264,-97.67785492,"(30.41242264, -97.67785492)",0,466U,MM34
813,14-00001706,Sign - Parking Sign Maintenance,Phone,Closed,2014-01-07 11:06:57+00:00,2014-01-03 16:23:51+00:00,2014-01-07 11:06:57+00:00,2014-01-07 11:06:57+00:00,"500 DEEP EDDY AVE, AUSTIN, TX",500,DEEP EDDY,AUSTIN,78703,TRAVIS,3104882.68499826,10074174.4128189,30.27806994,-97.77242133,"(30.27806994, -97.77242133)",0,584P,MG23
814,14-00000496,Loose Dog,Phone,Closed,2014-01-07 11:13:55+00:00,2014-01-01 18:37:15+00:00,2014-01-07 10:15:52+00:00,2014-01-07 11:13:55+00:00,"1704 CAMINO VIEJO, AUSTIN, TX",1704,CAMINO VIEJO,AUSTIN,78758,TRAVIS,3129015.2879483,10121675.4272579,30.40709182,-97.6924188,"(30.40709182, -97.6924188)",0,466X,ML34
815,14-00003010,Pavement Failure,Phone,Closed,2014-01-07 11:17:15+00:00,2014-01-06 09:05:57+00:00,2014-01-07 11:17:16+00:00,2014-01-07 11:17:15+00:00,"CANTERBURY ST & CLARA ST, AUSTIN, TX",,CANTERBURY ST & CLARA ST,AUSTIN,78702,TRAVIS,3122096.75,10065416.0,30.25289342,-97.71855452,"(30.25289342, -97.71855452)",0,615H,MK21
816,14-00003130,Loose Dog,Phone,Closed,2014-01-07 11:28:59+00:00,2014-01-06 11:50:08+00:00,2014-01-07 10:30:56+00:00,2014-01-07 11:28:59+00:00,"BARTON SPRINGS RD & NATURE CENTER DR, AUSTIN, TX",,BARTON SPRINGS RD & NATURE CENTER DR,AUSTIN,78746,TRAVIS,3103681.95999999,10071001.2,30.26942315,-97.77645525,"(30.26942315, -97.77645525)",0,584T,MG22
817,14-00003150,Loose Dog,Phone,Closed,2014-01-07 11:29:01+00:00,2014-01-06 12:11:30+00:00,2014-01-07 10:30:58+00:00,2014-01-07 11:29:01+00:00,"BARTON SPRINGS RD &S MOPAC EXPY SVRD SB, AUSTIN, TX",,BARTON SPRINGS RD &S MOPAC EXPY SVRD SB,AUSTIN,78746,TRAVIS,3103681.95999999,10071001.2,30.26942315,-97.77645525,"(30.26942315, -97.77645525)",0,584T,MG22
818,14-00003913,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 11:36:22+00:00,2014-01-07 11:00:57+00:00,2014-01-07 11:36:23+00:00,2014-01-07 11:36:22+00:00,"4412 ELMSGROVE DR, AUSTIN, TX",4412,ELMSGROVE,AUSTIN,78721,TRAVIS,3134977.54380434,10077510.7352982,30.2853006,-97.67685587,"(30.2853006, -97.67685587)",0,586M,MM23
819,14-00000421,Loose Dog,Phone,Closed,2014-01-07 11:38:59+00:00,2014-01-01 14:29:45+00:00,2014-01-07 10:40:55+00:00,2014-01-07 11:38:59+00:00,"11909 STOUT OAK TRL, AUSTIN, TX",11909,STOUT OAK,AUSTIN,78750,WILLIAMSON,3089960.39233024,10138742.8081625,30.45649782,-97.81505266,"(30.45649782, -97.81505266)",0,433K,ME38
820,14-00003892,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 11:39:25+00:00,2014-01-07 10:39:08+00:00,2014-01-07 11:39:25+00:00,2014-01-07 11:39:25+00:00,"1308 LUDLOW TER, AUSTIN, TX",1308,LUDLOW,AUSTIN,78723,TRAVIS,3126372.25306416,10086670.7108167,30.31104188,-97.70342575,"(30.31104188, -97.70342575)",0,556N,ML26
821,14-00003830,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-07 11:39:53+00:00,2014-01-07 09:57:57+00:00,2014-01-07 11:39:54+00:00,2014-01-07 11:39:53+00:00,"BULL CREEK RD &W 39TH ST, AUSTIN, TX",,BULL CREEK RD &W 39TH ST,AUSTIN,78731,TRAVIS,3110860.25,10086685.0,30.31208,-97.75257015,"(30.31208, -97.75257015)",0,554R,MH26
822,14-00001028,Loose Dog,Phone,Closed,2014-01-07 11:44:02+00:00,2014-01-02 15:29:27+00:00,2014-01-07 10:45:58+00:00,2014-01-07 11:44:02+00:00,"11521 N FM 620 RD, AUSTIN, TX",11521,620,AUSTIN,78726,TRAVIS,3086560.90000001,10137995.41,30.45465442,-97.82589288,"(30.45465442, -97.82589288)",0,433N,ME38
823,14-00003773,Animal Control - Assistance Request,Phone,Closed,2014-01-07 11:44:05+00:00,2014-01-07 09:25:09+00:00,2014-01-07 10:46:02+00:00,2014-01-07 11:44:05+00:00,"813 MOONLIGHT BAY DR, BRIARCLIFF, TX",813,MOONLIGHT BAY,BRIARCLIFF,78669,TRAVIS,3029532.33646096,10117706.0045314,30.40228536,-98.00819632,"(30.40228536, -98.00819632)",0,488D,WV33
824,14-00003747,Found Animal Report - Keep,Phone,Closed,2014-01-07 11:45:39+00:00,2014-01-07 08:39:13+00:00,2014-01-07 11:45:40+00:00,2014-01-07 11:45:39+00:00,"PARKFIELD DR &S MEADOWS DR, AUSTIN, TX",,PARKFIELD DR &S MEADOWS DR,AUSTIN,78758,TRAVIS,3126837.25,10110841.0,30.37745172,-97.70013958,"(30.37745172, -97.70013958)",0,496S,ML31
825,14-00003310,Loose Dog,Phone,Closed,2014-01-07 11:54:00+00:00,2014-01-06 15:14:42+00:00,2014-01-07 10:55:57+00:00,2014-01-07 11:54:00+00:00,"8600 N FM 620 RD, AUSTIN, TX",8600,620,AUSTIN,78726,TRAVIS,3081106.16756926,10127148.092144,30.42517287,-97.84397111,"(30.42517287, -97.84397111)",0,462M,MD35
826,14-00003897,Injured / Sick Animal,Phone,Closed,2014-01-07 11:54:08+00:00,2014-01-07 10:41:25+00:00,2014-01-07 10:56:05+00:00,2014-01-07 11:54:08+00:00,"2512 ELARA DR, AUSTIN, TX",2512,ELARA,AUSTIN,78725,TRAVIS,3147883.09944886,10051583.721816,30.21317915,-97.63797023,"(30.21317915, -97.63797023)",0,647L,MP17
827,14-00003162,Loose Dog,Phone,Closed,2014-01-07 11:59:00+00:00,2014-01-06 12:32:50+00:00,2014-01-07 11:00:57+00:00,2014-01-07 11:59:00+00:00,"SEGOVIA WAY & GREINERT DR, AUSTIN, TX",,SEGOVIA WAY & GREINERT DR,AUSTIN,78660,TRAVIS,3141029.75,10125628.0,30.41716685,-97.65401524,"(30.41716685, -97.65401524)",0,467P,MN35
828,14-00001371,Loose Dog,Phone,Closed,2014-01-07 12:04:01+00:00,2014-01-03 08:28:02+00:00,2014-01-07 11:05:58+00:00,2014-01-07 12:04:01+00:00,"N CAP TX NB TO 2222, AUSTIN, TX",,CAP TX NB TO 2222,AUSTIN,78731,TRAVIS,3098023.9146308,10102590.7905828,30.35661547,-97.79208784,"(30.35661547, -97.79208784)",0,523H,MF30
829,14-00003911,Injured / Sick Animal,Phone,Closed,2014-01-07 12:14:03+00:00,2014-01-07 10:59:42+00:00,2014-01-07 11:16:00+00:00,2014-01-07 12:14:03+00:00,"12800 CEDAR ST, AUSTIN, TX",12800,CEDAR,AUSTIN,78732,TRAVIS,3068758.3033889,10115465.9720904,30.39381313,-97.88395529,"(30.39381313, -97.88395529)",0,491H,MB33
830,14-00000337,Loose Dog,Phone,Closed,2014-01-07 12:29:05+00:00,2014-01-01 10:49:43+00:00,2014-01-07 11:31:02+00:00,2014-01-07 12:29:05+00:00,"1403 NORWALK LN, AUSTIN, TX",1403,NORWALK,AUSTIN,78703,TRAVIS,3105043.75,10078214.0,30.28916402,-97.77161653,"(30.28916402, -97.77161653)",0,584F,MG24
831,14-00000340,Loose Dog,Phone,Closed,2014-01-07 12:34:04+00:00,2014-01-01 11:01:34+00:00,2014-01-07 11:36:01+00:00,2014-01-07 12:34:04+00:00,"11629 LOWESWATER LN, AUSTIN, TX",11629,LOWESWATER,AUSTIN,78754,TRAVIS,3154208.59837163,10103367.9385996,30.35509923,-97.61394324,"(30.35509923, -97.61394324)",0,528K,MQ29
